id,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,#_owner_children
3381,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner,0
3382,Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner,5
3383,Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner,5
3384,Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner,0
3385,Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner,1
3386,Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner,3
3387,Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner,5
3388,Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,1
3389,Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner,1
3390,Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner,1
3391,Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner,1
3392,Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner,3
3393,Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner,2
3394,Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner,2
3395,Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner,3
3396,Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner,2
3397,Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner,1
3398,Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner,4
3399,Mahindra,2016,370000,60000,Petrol,Individual,Manual,First Owner,3
3400,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,3
3401,Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner,2
3402,Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner,2
3403,Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner,5
3404,Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner,1
3405,Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,3
3406,Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner,0
3407,Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner,3
3408,Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner,5
3409,Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner,0
3410,Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner,4
3411,Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner,4
3412,Tata,2019,1700000,10000,Diesel,Individual,Manual,First Owner,5
3413,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,4
3414,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,4
3415,Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner,5
3416,Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner,2
3417,Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner,1
3418,Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner,2
3419,Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner,4
3420,Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner,1
3421,Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner,2
3422,Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner,3
3423,Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner,3
3424,Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner,3
3425,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,0
3426,Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner,0
3427,Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner,0
3428,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner,3
3429,Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner,3
3430,Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner,5
3431,Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner,0
3432,Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner,1
3433,Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner,2
3434,Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner,2
3435,Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner,2
3436,Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner,0
3437,Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner,3
3438,Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner,4
3439,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,0
3440,Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner,1
3441,Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner,2
3442,Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner,5
3443,Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner,4
3444,Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner,1
3445,Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner,2
3446,Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner,0
3447,Maruti,2010,130000,50000,Petrol,Individual,Manual,Second Owner,4
3448,Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner,5
3449,Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner,2
3450,Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner,3
3451,Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner,3
3452,Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner,1
3453,Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner,4
3454,BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner,3
3455,Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner,1
3456,Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner,5
3457,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner,2
3458,Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner,3
3459,Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner,5
3460,Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner,2
3461,Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner,4
3462,Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner,1
3463,Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner,0
3464,Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner,3
3465,Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner,4
3466,Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner,0
3467,Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner,5
3468,Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner,4
3469,Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner,0
3470,Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner,0
3471,Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner,4
3472,Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner,4
3473,Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner,3
3474,Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner,3
3475,Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner,1
3476,Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner,5
3477,Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner,4
3478,Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner,4
3479,Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner,0
3480,Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner,0
3481,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner,3
3482,Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner,4
3483,Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner,4
3484,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner,1
3485,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner,5
3486,Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner,3
3487,Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner,1
3488,Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner,3
3489,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner,2
3490,Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner,0
3491,Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner,3
3492,Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner,2
3493,Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner,1
3494,Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner,3
3495,Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner,1
3496,Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner,2
3497,Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner,0
3498,Hyundai,2004,80000,58000,Petrol,Individual,Manual,First Owner,3
3499,Hyundai,2015,425000,12000,Petrol,Individual,Manual,First Owner,2
3500,Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner,5
3501,Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner,5
3502,Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner,1
3503,Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner,3
3504,Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,5
3505,Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner,3
3506,Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner,3
3507,Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner,0
3508,Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner,0
3509,Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner,5
3510,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner,1
3511,Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner,0
3512,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner,3
3513,Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner,0
3514,Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner,2
3515,Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner,5
3516,Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner,3
3517,Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner,3
3518,Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner,3
3519,Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner,1
3520,Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner,5
3521,Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner,4
3522,Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner,1
3523,Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner,5
3524,Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner,0
3525,Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner,4
3526,Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner,0
3527,Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner,0
3528,Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner,4
3529,Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner,0
3530,Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner,0
3531,Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner,4
3532,Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner,2
3533,Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner,0
3534,Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner,5
3535,Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner,2
3536,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner,2
3537,Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner,5
3538,Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner,4
3539,Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner,3
3540,Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner,2
3541,Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner,5
3542,Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner,5
3543,Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner,2
3544,Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner,2
3545,Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner,2
3546,Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner,0
3547,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner,3
3548,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner,0
3549,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner,5
3550,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner,0
3551,Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner,1
3552,Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner,0
3553,Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner,0
3554,Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner,2
3555,Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner,0
3556,Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner,0
3557,Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner,3
3558,Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner,4
3559,Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner,2
3560,Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner,0
3561,Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner,1
3562,Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner,0
3563,Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner,1
3564,Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner,5
3565,Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner,3
3566,Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner,0
3567,Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner,3
3568,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner,5
3569,Tata,2011,180000,80000,Diesel,Individual,Manual,Third Owner,2
3570,Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner,5
3571,Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner,0
3572,Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner,3
3573,Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner,5
3574,Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner,2
3575,Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner,0
3576,Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner,5
3577,Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner,5
3578,Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner,2
3579,Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner,2
3580,Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner,3
3581,Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner,4
3582,Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner,1
3583,Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner,0
3584,Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner,3
3585,Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner,2
3586,Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner,4
3587,Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner,5
3588,Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner,3
3589,Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner,5
3590,Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner,0
3591,Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner,0
3592,Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner,3
3593,Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner,2
3594,Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner,0
3595,Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner,0
3596,Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner,2
3597,Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner,4
3598,Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner,4
3599,Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner,2
3600,Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner,5
3601,BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner,3
3602,Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner,1
3603,Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner,5
3604,Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner,2
3605,Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner,5
3606,Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner,2
3607,Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner,3
3608,Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner,1
3609,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner,5
3610,Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner,2
3611,Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner,2
3612,Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner,2
3613,Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner,1
3614,Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner,0
3615,Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner,4
3616,Honda,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,4
3617,Ford,2014,610000,77000,Diesel,Dealer,Manual,First Owner,3
3618,Hyundai,2011,254999,24000,Petrol,Dealer,Manual,First Owner,2
3619,Nissan,2014,280000,63840,Petrol,Dealer,Manual,First Owner,4
3620,Tata,2017,370000,25000,Petrol,Individual,Manual,First Owner,0
3621,Tata,2011,459999,76400,Diesel,Individual,Manual,Second Owner,1
3622,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner,4
3623,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner,5
3624,Fiat,2011,190000,80000,Diesel,Individual,Manual,Third Owner,5
3625,Fiat,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,2
3626,Ford,2017,710000,40000,Diesel,Individual,Manual,First Owner,3
3627,Hyundai,2018,1200000,15000,Petrol,Individual,Manual,First Owner,5
3628,Maruti,2011,229999,70000,Petrol,Individual,Manual,First Owner,0
3629,Renault,2018,310000,15000,Petrol,Individual,Manual,First Owner,3
3630,Maruti,2015,320000,40000,Petrol,Individual,Manual,First Owner,5
3631,Maruti,2006,100000,54000,Petrol,Individual,Manual,First Owner,5
3632,Hyundai,2009,160000,90000,Diesel,Individual,Manual,First Owner,3
3633,Maruti,2007,60000,52000,Petrol,Individual,Manual,First Owner,3
3634,Tata,2012,100000,200000,Diesel,Individual,Manual,Third Owner,1
3635,Chevrolet,2016,350000,35000,Diesel,Individual,Manual,Second Owner,1
3636,Renault,2017,700000,60000,Diesel,Individual,Manual,First Owner,3
3637,Maruti,2017,300000,31489,Petrol,Individual,Manual,First Owner,0
3638,Hyundai,2018,830000,40000,Diesel,Individual,Manual,First Owner,1
3639,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner,5
3640,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner,3
3641,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner,0
3642,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner,4
3643,Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner,1
3644,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner,3
3645,Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner,3
3646,Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner,1
3647,Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner,0
3648,Hyundai,2010,229999,70000,Petrol,Individual,Manual,First Owner,2
3649,Hyundai,2013,400000,100000,Diesel,Individual,Manual,First Owner,3
3650,Maruti,2005,300000,70000,Petrol,Individual,Manual,Second Owner,3
3651,Ford,2013,300000,50000,Diesel,Individual,Manual,First Owner,2
3652,Ford,2009,80000,180000,Diesel,Individual,Manual,Second Owner,4
3653,Maruti,2008,80000,50000,Petrol,Individual,Manual,Second Owner,5
3654,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner,3
3655,Tata,2012,300000,110000,Diesel,Individual,Manual,First Owner,5
3656,Maruti,2018,700000,26000,Petrol,Individual,Automatic,First Owner,2
3657,Maruti,2016,975000,65000,Diesel,Individual,Manual,First Owner,2
3658,Chevrolet,2009,500000,130000,Diesel,Individual,Manual,First Owner,1
3659,Renault,2013,550000,75000,Diesel,Individual,Manual,Second Owner,0
3660,Nissan,2014,550000,110000,Diesel,Individual,Manual,Second Owner,3
3661,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner,3
3662,Maruti,1997,50000,80000,Petrol,Individual,Manual,Second Owner,5
3663,Tata,2009,120000,80000,Petrol,Individual,Manual,Second Owner,5
3664,Maruti,2013,900000,60000,Petrol,Individual,Manual,Second Owner,0
3665,Honda,2009,250000,90000,Petrol,Individual,Manual,Second Owner,2
3666,Renault,2017,280000,36000,Petrol,Individual,Manual,First Owner,0
3667,Tata,2010,85000,87000,Diesel,Individual,Manual,First Owner,2
3668,Tata,2011,90000,80000,Diesel,Individual,Manual,First Owner,1
3669,Chevrolet,2015,500000,50000,Diesel,Individual,Manual,First Owner,4
3670,Maruti,2013,200000,60000,Petrol,Individual,Manual,First Owner,0
3671,Renault,2015,250000,50000,Petrol,Individual,Manual,First Owner,3
3672,Maruti,2014,185000,40000,Diesel,Individual,Manual,Third Owner,2
3673,Hyundai,2008,100000,60000,Petrol,Individual,Manual,Second Owner,1
3674,Toyota,2015,610000,55000,Diesel,Individual,Manual,First Owner,3
3675,Mahindra,2012,290000,80000,Diesel,Individual,Manual,First Owner,1
3676,Mahindra,2012,300000,295000,Diesel,Individual,Manual,First Owner,5
3677,Hyundai,2015,225000,80000,Petrol,Individual,Manual,First Owner,0
3678,Maruti,2017,320000,50000,Petrol,Individual,Manual,Second Owner,0
3679,Tata,2012,135000,158000,Diesel,Individual,Manual,Third Owner,2
3680,Toyota,2006,400000,400000,Diesel,Individual,Manual,Third Owner,3
3681,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,5
3682,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner,4
3683,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner,5
3684,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner,5
3685,Tata,2018,360000,4000,Petrol,Individual,Manual,First Owner,1
3686,Ford,2017,530000,10832,Petrol,Dealer,Manual,First Owner,0
3687,Hyundai,2009,250000,50000,Petrol,Individual,Manual,First Owner,1
3688,Nissan,2016,600000,19495,Petrol,Dealer,Manual,First Owner,0
3689,Renault,2013,570000,62668,Diesel,Dealer,Manual,First Owner,5
3690,Mahindra,2013,850000,85710,Diesel,Dealer,Manual,First Owner,1
3691,Ford,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,4
3692,Ford,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,0
3693,Toyota,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,5
3694,Chevrolet,2010,180000,15000,Petrol,Individual,Manual,First Owner,1
3695,Tata,2017,300000,50000,Petrol,Individual,Manual,First Owner,4
3696,Toyota,2012,269000,70000,Petrol,Individual,Manual,Second Owner,3
3697,Maruti,2018,231999,20000,Petrol,Individual,Manual,First Owner,4
3698,Chevrolet,2011,150000,60000,Petrol,Individual,Manual,Third Owner,2
3699,Hyundai,2017,495000,5000,Petrol,Individual,Manual,First Owner,0
3700,Maruti,2014,700000,15000,Petrol,Individual,Manual,First Owner,1
3701,Datsun,2018,400000,4400,Petrol,Individual,Manual,Second Owner,1
3702,Mahindra,2019,599000,15000,Diesel,Individual,Manual,Third Owner,3
3703,Renault,2013,421000,45000,Diesel,Individual,Manual,First Owner,3
3704,Ford,2018,841000,1000,Diesel,Individual,Manual,First Owner,5
3705,Hyundai,2014,295000,38500,Petrol,Individual,Manual,First Owner,2
3706,Hyundai,2011,220000,25000,Petrol,Individual,Manual,First Owner,5
3707,Ford,2013,250000,35000,Diesel,Individual,Manual,First Owner,2
3708,Toyota,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,3
3709,Hyundai,2012,300000,40000,Petrol,Individual,Manual,First Owner,1
3710,Chevrolet,2007,80000,110000,Petrol,Individual,Manual,Second Owner,5
3711,Chevrolet,2013,215000,20000,Diesel,Individual,Manual,Third Owner,5
3712,Hyundai,2012,245000,14987,Petrol,Dealer,Manual,First Owner,4
3713,Ford,2016,650000,25061,Diesel,Dealer,Manual,First Owner,1
3714,Ford,2017,760000,42494,Diesel,Dealer,Manual,First Owner,4
3715,Honda,2014,395000,44875,Diesel,Dealer,Manual,First Owner,4
3716,Ford,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,4
3717,Honda,2016,495000,65000,Diesel,Dealer,Manual,First Owner,0
3718,Honda,2016,525000,35000,Diesel,Dealer,Manual,First Owner,0
3719,Toyota,2009,420000,347089,Diesel,Dealer,Manual,First Owner,2
3720,Tata,2010,210000,34500,Diesel,Individual,Manual,First Owner,0
3721,Hyundai,2018,650000,30000,Petrol,Individual,Manual,First Owner,3
3722,BMW,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,2
3723,Ford,2019,525000,16000,Diesel,Individual,Manual,First Owner,3
3724,Maruti,2010,195000,80000,CNG,Individual,Manual,Second Owner,0
3725,Maruti,2016,650000,60000,Diesel,Individual,Manual,First Owner,4
3726,Mahindra,2015,540000,110000,Diesel,Individual,Manual,First Owner,0
3727,Maruti,2014,180000,61000,Petrol,Individual,Manual,First Owner,0
3728,Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner,2
3729,Maruti,2018,980000,50000,Diesel,Individual,Manual,First Owner,3
3730,Fiat,2014,250000,90000,Diesel,Individual,Manual,First Owner,5
3731,Hyundai,2018,550000,35000,Petrol,Individual,Automatic,First Owner,0
3732,Volkswagen,2015,509999,43000,Petrol,Individual,Manual,Second Owner,5
3733,Maruti,2017,320000,50000,Petrol,Individual,Manual,First Owner,2
3734,Hyundai,2016,275000,25000,Petrol,Individual,Manual,First Owner,2
3735,Mahindra,2013,550000,222252,Diesel,Individual,Manual,First Owner,4
3736,Maruti,2009,145000,50000,Petrol,Individual,Manual,Second Owner,0
3737,Fiat,2013,250000,80000,Diesel,Individual,Manual,First Owner,2
3738,Hyundai,2012,520000,35000,Diesel,Individual,Manual,First Owner,0
3739,Maruti,2007,95000,85000,Petrol,Individual,Manual,Second Owner,5
3740,Toyota,2011,725000,110000,Diesel,Individual,Manual,Third Owner,3
3741,Maruti,2006,55000,70000,Petrol,Individual,Manual,Second Owner,4
3742,Honda,2014,600000,100000,Diesel,Individual,Manual,First Owner,4
3743,Volkswagen,2013,330000,120000,Diesel,Individual,Manual,Second Owner,1
3744,Maruti,2015,470000,89000,Diesel,Individual,Manual,First Owner,5
3745,Maruti,2013,365000,120000,Diesel,Individual,Manual,First Owner,2
3746,Hyundai,2013,250000,40000,Petrol,Individual,Manual,Second Owner,2
3747,Maruti,2017,430000,17000,Petrol,Individual,Manual,First Owner,4
3748,Maruti,2013,400000,125000,Diesel,Individual,Manual,Second Owner,5
3749,Maruti,2015,615000,110000,Petrol,Individual,Manual,Second Owner,1
